VIN,Stock,Milege,Interior_Color,Exterior_color,Drive_type,Model,Make,Request Info,Photo,Year,Location,Payment,Trim,Price
1GYKPRRL2RZ113327,PH1463,"13,806",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(708) 914-8499,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Palos Hills, IL",$757/mo est.,Luxury 2 AWD,"$42,863.00"
1GYKPTRK9RZ100613,Z100613,"5,517",,Blue,Rear-Wheel Drive,LYRIQ,Cadillac,(954) 519-4503,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Pompano Beach, FL",$724/mo est.,Sport 1 RWD,"$40,999.00"
1GYKPPRK6RZ115934,SZ317595A,"10,464",Sky Cool Gray,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(904) 574-4698,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Saint Augustine, FL",$760/mo est.,Luxury 1 RWD,"$42,995.00"
1GYKPSRL8RZ138904,PTA138904,"8,369",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(531) 530-3536,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Livonia, MI",$795/mo est.,Luxury 3 AWD,"$44,990.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPWRL7RZ119106,7RZ119106,"8,070",,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(346) 552-7695,https://static.cargurus.com/images/forsale/2025/08/29/16/42/2024_cadillac_lyriq-pic-7707453488427973652-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Houston, TX",$768/mo est.,Sport 3 AWD,"$43,488.00"
1GYKPNRKXSZ310963,60963-L,"1,274",Sky Gray With Santorini Blue Accents,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(951) 904-3363,https://static.cargurus.com/images/forsale/2025/09/20/22/19/2024_cadillac_lyriq-pic-8208564583434157469-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Riverside, CA",$991/mo est.,Luxury 1 RWD,"$56,215.00"
1GYKPSRL0RZ136855,P010146,"10,890",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(507) 443-2380,http://vehicle-photos-published.vauto.com/c8/e2/70/6c-769d-4728-91a8-67a5f0093794/image-1.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Zumbrota, MN",$751/mo est.,Luxury 3 AWD,"$42,495.00"
1GYKPURL9SZ309953,K64894A,"4,858",Noir,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(510) 405-1471,https://static.cargurus.com/images/forsale/2025/08/02/09/44/2025_cadillac_lyriq-pic-5331407319863991098-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Fremont, CA",$967/mo est.,Sport 1 AWD,"$54,888.00"
1GYKPSRL5RZ137967,CP7126,"10,422",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(716) 304-2325,https://static.cargurus.com/images/forsale/2025/09/30/07/55/2024_cadillac_lyriq-pic-2388383611524952250-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Ransomville, NY",$771/mo est.,Luxury 3 AWD,"$43,668.00"
,,,,,,,,,,,,,,
1GYKPWRL6RZ126192,P35798,"10,432",Sky Gray With Santorini Blue Accents,Celestial Metallic,All-Wheel Drive,LYRIQ,Cadillac,(405) 583-6870,https://static.cargurus.com/images/forsale/2025/08/05/19/02/2024_cadillac_lyriq-pic-1088866091822139679-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Oklahoma City, OK",$855/mo est.,Sport 3 AWD,"$48,399.00"
1GYKPMRK1RZ100031,BLDC3052,"7,411",Noir,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(330) 969-6245,https://static.cargurus.com/images/forsale/2025/09/29/14/55/2024_cadillac_lyriq-pic-7194641542674910522-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Alliance, OH",$615/mo est.,Tech RWD,"$34,800.00"
1GYKPRRL4SZ313857,PJR251077B,"2,440",Gray,Green,All-Wheel Drive,LYRIQ,Cadillac,(469) 658-7766,https://static.cargurus.com/images/forsale/2025/07/09/20/28/2025_cadillac_lyriq-pic-780702365938120949-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Grapevine, TX",$994/mo est.,Luxury 2 AWD,"$56,394.00"
1GYKPWRL6RZ122305,31560,"14,429",Noir with Santorini Blue accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(845) 595-4883,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Poughkeepsie, NY",$881/mo est.,Sport 3 AWD,"$49,900.00"
1GYKPWRL4RZ126854,23871T,"7,535",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(708) 367-3231,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Tinley Park, IL",$882/mo est.,Sport 3 AWD,"$49,950.00"
,,,,,,,,,,,,,,
1GYKPSRL7RZ138361,MH10645,"5,880",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(833) 772-7656,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Laurel, MD",$781/mo est.,Luxury 3 AWD,"$44,191.00"
1GYKPPRL4RZ105413,U2875,"11,591",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(571) 496-9291,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Manassas, VA",$698/mo est.,Luxury 1 AWD,"$39,500.00"
1GYKPPRL2RZ103644,3644,"18,900",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(516) 973-2027,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Farmingdale, NY",$758/mo est.,Luxury 1 AWD,"$42,900.00"
1GYKPMRK3RZ107479,RZ107479,"17,826",Noir,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(678) 679-0859,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Marietta, GA",$629/mo est.,Tech RWD,"$35,592.00"
1GYKPSRL2RZ135724,P8187,"7,178",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(252) 595-7854,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"New Bern, NC",$778/mo est.,Luxury 3 AWD,"$44,048.00"
1GYKPTRL4RZ110863,000L3735,"5,054",Sky Gray With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,,,2024,"Southborough, MA",$795/mo est.,Sport 1 AWD,"$44,991.00"
1GYKPTRK4RZ115729,CT01846A,"15,240",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(405) 913-4298,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Stillwater, OK",$682/mo est.,Sport 1 RWD,"$38,583.00"
1GYKPMRK5PZ000785,6950B,"13,867",Noir,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(678) 737-4387,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2023,"Marietta, GA",$619/mo est.,Luxury RWD,"$34,990.00"
1GYKPPRL2RZ104440,104440,"4,657",Sky Gray With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(844) 931-0537,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Marietta, GA",$703/mo est.,Luxury 1 AWD,"$39,790.00"
1GYKPSRL4RZ139158,PT139158,"8,081",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Spruce Pine, NC",$768/mo est.,Luxury 3 AWD,"$43,497.00"
1GYKPRRL4RZ130291,R385130B,"30,119",Sky Gray With Santorini Blue Accents,Emerald Lake Metallic,All-Wheel Drive,LYRIQ,Cadillac,(813) 722-1381,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Brandon, FL",$705/mo est.,Luxury 2 AWD,"$39,900.00"
1GYKPSRL3RZ137384,PT137384,"13,415",Noir With Santorini Blue Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,,,2024,"Spruce Pine, NC",$764/mo est.,Luxury 3 AWD,"$43,267.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPWRK8RZ119638,P6619,"2,895","Noir With Santorini Blue Accents, Inteluxe Seat Tr",Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(770) 343-4887,https://static.cargurus.com/images/forsale/2025/10/01/19/14/2024_cadillac_lyriq-pic-4849776950258950913-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Morrow, GA",$865/mo est.,Sport 3 RWD,"$48,992.00"
1GYKPPRK4RZ103393,KWMP240321,"10,299",Noir with Santorini Blue accents,Blue,Rear-Wheel Drive,LYRIQ,Cadillac,(443) 275-0189,https://static.cargurus.com/images/forsale/2025/09/24/08/27/2024_cadillac_lyriq-pic-1755914783555520707-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"White Marsh, MD",$698/mo est.,Luxury 1 RWD,"$39,500.00"
1GYKPSRL3RZ140348,SP0324,"13,564",,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(573) 221-9350,https://static.cargurus.com/images/forsale/2025/09/11/04/41/2024_cadillac_lyriq-pic-6749400823030772360-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Hannibal, MO",$830/mo est.,Luxury 3 AWD,"$46,989.00"
1GYKPMRK0RZ134753,134753,"7,319",Noir,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(833) 993-3180,https://static.cargurus.com/images/forsale/2025/08/09/21/02/2024_cadillac_lyriq-pic-6705269423691860975-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Houston, TX",$724/mo est.,Luxury 2 RWD,"$40,995.00"
1GYKPPRLXRZ115184,UA38395A,"14,283",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(860) 785-2746,https://static.cargurus.com/images/forsale/2025/08/27/11/30/2024_cadillac_lyriq-pic-8095277754757127471-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Bristol, CT",$733/mo est.,Luxury 1 AWD,"$41,499.00"
,,,,,,,,,,,,,,
1GYKPSRL5RZ139069,16490,"12,869",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(650) 547-3590,https://static.cargurus.com/images/forsale/2025/09/24/22/50/2024_cadillac_lyriq-pic-8530121035344734579-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Charlotte, NC",$765/mo est.,Luxury 3 AWD,"$43,296.00"
1GYKPSRL5RZ137838,A10638,"11,799",Noir with Santorini Blue accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 781-6972,https://static.cargurus.com/images/forsale/2025/09/03/22/19/2024_cadillac_lyriq-pic-5684947998074343355-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Silver Spring, MD",$795/mo est.,Luxury 3 AWD,"$45,000.00"
1GYKPPRL8RZ115913,OP7073,"7,665",Noir With Santorini Blue Accents,Nimbus Metallic,All-Wheel Drive,LYRIQ,Cadillac,(716) 576-3626,https://static.cargurus.com/images/forsale/2025/09/26/13/49/2024_cadillac_lyriq-pic-8045768844203041614-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Orchard Park, NY",$793/mo est.,Luxury 1 AWD,"$44,907.00"
1GYKPTRK1RZ100069,N10531,"20,831",Noir With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(425) 873-8894,https://static.cargurus.com/images/forsale/2025/07/30/22/26/2024_cadillac_lyriq-pic-1179264863762609947-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Edmonds, WA",$678/mo est.,Sport 1 RWD,"$38,350.00"
1GYKPSRL2RZ138395,16491,"11,912",Noir,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(650) 547-3590,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Charlotte, NC",$767/mo est.,Luxury 3 AWD,"$43,440.00"
,,,,,,,,,,,,,,
1GYKPPRL1RZ111976,111976,"2,580",Gray,Red,All-Wheel Drive,LYRIQ,Cadillac,(425) 842-0339,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Bellevue, WA",$722/mo est.,Luxury 1 AWD,"$40,880.00"
1GYKPPRL5RZ105159,LLU3009,"33,091",Noir With Santorini Blue Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(215) 999-1865,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Lansdale, PA",$634/mo est.,Luxury 1 AWD,"$35,890.00"
1GYKPTRK7RZ119693,24-19693,"3,305",Black,Purple,Rear-Wheel Drive,LYRIQ,Cadillac,(810) 688-6923,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Fenton, MI",$724/mo est.,Sport 1 RWD,"$41,000.00"
1GYKPNRK8SZ302747,W5T702295A,852,Sky Cool Gray,Celestial Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(239) 448-7683,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Cape Coral, FL",$877/mo est.,Luxury 1 RWD,"$49,752.00"
1GYKPSRL1RZ136850,29275,"11,048",Noir w/Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(507) 564-0476,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Marshall, MN",$782/mo est.,Luxury 3 AWD,"$44,272.00"
1GYKPMRK1RZ112311,SM36124,"2,175",Noir,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(520) 502-7559,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Gilbert, AZ",$646/mo est.,Tech RWD,"$36,573.00"
1GYKPWRK8RZ136164,K1579,"12,258",Oxford Stone,Radiant Red Tintcoat,Rear-Wheel Drive,LYRIQ,Cadillac,(408) 752-5102,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Santa Clara, CA",$803/mo est.,Sport 3 RWD,"$45,447.00"
1GYKPRRK0RZ113589,RU3338,"13,744",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(813) 722-1381,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Brandon, FL",$744/mo est.,Luxury 2 RWD,"$42,093.00"
1GYKPSRL8RZ141169,FP1169,"9,148",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(419) 549-5384,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Fremont, OH",$839/mo est.,Luxury 3 AWD,"$47,500.00"
1GYKPPRK7RZ109835,P9186,"7,499",Noir with Santorini Blue accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(949) 386-2743,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Costa Mesa, CA",$767/mo est.,Luxury 1 RWD,"$43,393.00"
1GYKPSRL0RZ137973,W137973,"11,504",Noir With Santorini Blue Accents,Radiant Red,All-Wheel Drive,LYRIQ,Cadillac,,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Hot Springs, AR",$798/mo est.,Luxury 3 AWD,"$45,186.00"
1GYKPURK7SZ300627,MNI250724A,"13,913",,Black,Rear-Wheel Drive,LYRIQ,Cadillac,(623) 887-1151,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Mesa, AZ",$844/mo est.,Sport 1 RWD,"$47,895.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPMRK0PZ001391,GC042810A,"20,965",Gray (Sky Grey),Gray (Satin Steel Metallic),Rear-Wheel Drive,LYRIQ,Cadillac,(470) 619-4086,https://static.cargurus.com/images/forsale/2025/07/29/17/30/2023_cadillac_lyriq-pic-6852100474647273287-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2023,"Cumming, GA",$600/mo est.,Luxury RWD,"$33,888.00"
1GYKPMRK2RZ101799,T101799,"16,531",Noir,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(813) 859-5871,https://static.cargurus.com/images/forsale/2025/09/08/15/09/2024_cadillac_lyriq-pic-6914047353855404577-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Wesley Chapel, FL",$645/mo est.,Tech RWD,"$36,490.00"
1GYKPSRL8RZ132214,7494P,"6,637",Noir With Santorini Blue Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(216) 294-3775,https://static.cargurus.com/images/forsale/2025/07/23/12/49/2024_cadillac_lyriq-pic-677049350351601035-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Cleveland, OH",$821/mo est.,Luxury 3 AWD,"$46,499.00"
1GYKPTRL5SZ305571,PR5990,"10,500",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(904) 844-0968,https://static.cargurus.com/images/forsale/2025/09/18/00/03/2025_cadillac_lyriq-pic-4628664904543099121-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Jacksonville, FL",$880/mo est.,Luxury 3 AWD,"$49,900.00"
1GYKPTRL9RZ114567,U102329A,"12,336",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(502) 385-0421,https://static.cargurus.com/images/forsale/2025/08/20/21/11/2024_cadillac_lyriq-pic-1687546526414824910-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Louisville, KY",$724/mo est.,Sport 1 AWD,"$40,998.00"
,,,,,,,,,,,,,,
1GYKPPRKXRZ105178,105178B,"16,282",Noir With Santorini Blue Accents,Radiant Red Tintcoat,Rear-Wheel Drive,LYRIQ,Cadillac,(972) 362-5393,https://static.cargurus.com/images/forsale/2025/09/14/10/59/2024_cadillac_lyriq-pic-358099519854570609-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Dallas, TX",$705/mo est.,Luxury 1 RWD,"$39,900.00"
1GYKPSRL6RZ139887,7759130,"11,628",,Silver,All-Wheel Drive,LYRIQ,Cadillac,(636) 249-1398,https://static.cargurus.com/images/forsale/2025/09/16/01/21/2024_cadillac_lyriq-pic-3371989255410037445-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Ballwin, MO",$777/mo est.,Luxury 3 AWD,"$43,990.00"
1GYKPTRL1SZ309844,PR6016,"8,842",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(904) 844-0968,https://static.cargurus.com/images/forsale/2025/09/30/22/41/2025_cadillac_lyriq-pic-2306810416466491481-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Jacksonville, FL",$916/mo est.,Luxury 3 AWD,"$51,990.00"
1GYKPNRK5SZ306870,SZ306870,333,Sky Gray With Santorini Blue Accents,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(770) 762-5639,https://static.cargurus.com/images/forsale/2025/09/18/16/21/2025_cadillac_lyriq-pic-7519848271802982999-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Newnan, GA",$915/mo est.,Luxury 1 RWD,"$51,920.00"
1GYKPTRL2RZ114474,RZ114474,"33,248",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(866) 606-6893,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Minneapolis, MN",$646/mo est.,Sport 1 AWD,"$36,555.00"
,,,,,,,,,,,,,,
1GYKPRRK5SZ300798,PSC0798,"6,476",Noir With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(940) 461-7525,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Sanger, TX","$1,011/mo est.",Luxury 2 RWD,"$57,350.00"
1GYKPTRK1RZ134982,LV453,"4,784",Noir With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(877) 320-7922,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Lake Villa, IL",$795/mo est.,Sport 1 RWD,"$44,999.00"
1GYKPPRK1RZ107000,12UC01005,"7,875",Sky Gray With Santorini Blue Accents,Nimbus Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(470) 450-7593,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Gainesville, GA",$687/mo est.,Luxury 1 RWD,"$38,900.00"
