web-scraper-order,web-scraper-start-url,pagination-selector,image-src,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,phone,data31,data32,data33,data34,title,data35,price,title2,data36
"1759456819-22","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPSRL4RZ136454","P5609","Not Rated","8,286","Automatic","","Electric","Red","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(941) 888-7867","2,517 mi away","Bradenton, FL","$848/mo est.","8,286 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$47,988","2024 Cadillac LYRIQ","Save this listing"
"1759456819-23","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPMRL9RZ126367","GM10979","Not Rated","19,451","1-Speed Automatic","Noir","Electric","Opulent Blue Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(708) 726-8619","1,756 mi away","Matteson, IL","$652/mo est.","19,451 miles","Tech AWD","Learn more about this 2024 Cadillac LYRIQ","$36,880","2024 Cadillac LYRIQ","Save this listing"
"1759456819-24","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPPRL9RZ115001","18918","Not Rated","23,481","Automatic","Noir with Santorini Blue accents","Electric","Nimbus Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(859) 328-1391","1,975 mi away","Florence, KY","$715/mo est.","23,481 miles","Luxury 1 AWD","Learn more about this 2024 Cadillac LYRIQ","$40,491","2024 Cadillac LYRIQ","Save this listing"
"1759456819-25","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1759456819-26","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1759456819-27","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPSRK7RZ136200","203901P","Not Rated","8,232","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Black Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(951) 499-3311","850 mi away","Norco, CA","$762/mo est.","8,232 miles","Luxury 3 RWD","Learn more about this 2024 Cadillac LYRIQ","$43,130","2024 Cadillac LYRIQ","Save this listing"
"1759456819-28","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPTRLXRZ100225","UC100225","Not Rated","28,372","1-Speed Automatic","Sky Gray With Santorini Blue Accents","Electric","Crystal White Tricoat","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(719) 301-2585","1,020 mi away","Colorado Springs, CO","$706/mo est.","28,372 miles","Sport 1 AWD","Learn more about this 2024 Cadillac LYRIQ","$39,985","2024 Cadillac LYRIQ","Save this listing"
"1759456819-29","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPMRK3RZ105313","T105313","Not Rated","26,029","1-Speed Automatic","Noir","Electric","Stellar Black Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(318) 351-2395","1,785 mi away","Shreveport, LA","$642/mo est.","26,029 miles","Tech RWD","Learn more about this 2024 Cadillac LYRIQ","$36,334","2024 Cadillac LYRIQ","Save this listing"
"1759456819-30","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/10/01/09/18/2024_cadillac_lyriq-pic-1094874981559295820-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","New arrival","1GYKPSRK3RZ127669","U047845A","Not Rated","10,154","1-Speed Automatic","Juniper With Sky Gray Accents","Electric","Stellar Black Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(629) 209-0718","1,970 mi away","Franklin, TN","$829/mo est.","10,154 miles","Luxury 3 RWD","Learn more about this 2024 Cadillac LYRIQ","$46,910","2024 Cadillac LYRIQ","Save this listing"
"1759456819-31","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPRRK6RZ128081","PA28081","Not Rated","10,820","1-Speed Automatic","Sky Gray With Santorini Blue Accents","Electric","Radiant Red Tintcoat","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(410) 397-7716","2,367 mi away","Annapolis, MD","$742/mo est.","10,820 miles","Luxury 2 RWD","Learn more about this 2024 Cadillac LYRIQ","$41,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-32","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Shop eligible cars","","","","","","","","","",""
"1759456819-33","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPPRL8RZ109934","P6497","Not Rated","19,376","1-Speed Automatic","Noir","Electric","Argent Silver Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(702) 840-5413","769 mi away","Henderson, NV","$767/mo est.","19,376 miles","Luxury 1 AWD","Learn more about this 2024 Cadillac LYRIQ","$43,399","2024 Cadillac LYRIQ","Save this listing"
"1759456819-34","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPRRL4RZ130291","R385130B","Not Rated","30,125","1-Speed Automatic","Sky Gray With Santorini Blue Accents","Electric","Emerald Lake Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(813) 722-1381","2,507 mi away","Brandon, FL","$722/mo est.","30,125 miles","Luxury 2 AWD","Learn more about this 2024 Cadillac LYRIQ","$40,889","2024 Cadillac LYRIQ","Save this listing"
"1759456819-35","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/09/20/22/19/2024_cadillac_lyriq-pic-8208564583434157469-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","New arrival","1GYKPTRLXSZ302133","P1498","5","7,384","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Emerald Lake Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2025","Year:","Request info","(317) 406-5034","1,866 mi away","Avon, IN","$1,029/mo est.","7,384 miles","Luxury 3 AWD","Learn more about this 2025 Cadillac LYRIQ","$58,364","2025 Cadillac LYRIQ","Save this listing"
"1759456819-36","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/09/30/13/32/2024_cadillac_lyriq-pic-2825882924929931602-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","New arrival","1GYKPPRL9RZ115001","18918","Not Rated","23,481","Automatic","Noir with Santorini Blue accents","Electric","Nimbus Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(859) 328-1391","1,975 mi away","Florence, KY","$715/mo est.","23,481 miles","Luxury 1 AWD","Learn more about this 2024 Cadillac LYRIQ","$40,491","2024 Cadillac LYRIQ","Save this listing"
"1759456819-37","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPMRL6RZ107467","B502051","Not Rated","25,928","1-Speed Automatic","Noir","Electric","Argent Silver Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(231) 758-8739","2,394 mi away","Doylestown, PA","$618/mo est.","25,928 miles","Tech AWD","Learn more about this 2024 Cadillac LYRIQ","$34,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-38","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1759456819-39","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPPRK0RZ110146","Z705663A","Not Rated","15,542","1-Speed Automatic","Sky Gray With Santorini Blue Accents","Electric","Stellar Black Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(866) 536-5975","2,706 mi away","Homestead, FL","$707/mo est.","15,542 miles","Luxury 1 RWD","Learn more about this 2024 Cadillac LYRIQ","$39,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-40","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPMRL7RZ131745","27802448","Not Rated","14,781","Automatic","Black","Electric","Red","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(205) 528-4813","2,066 mi away","Birmingham, AL","$707/mo est.","14,781 miles","Tech AWD","Learn more about this 2024 Cadillac LYRIQ","$39,998","2024 Cadillac LYRIQ","Save this listing"
"1759456819-41","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPTRL1SZ302649","SZ302649C","5","8,558","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Celestial Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2025","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$842/mo est.","8,558 miles","Luxury 3 AWD","Learn more about this 2025 Cadillac LYRIQ","$47,990","2025 Cadillac LYRIQ","Save this listing"
"1759456819-42","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPTRL3SZ309683","SZ309683C","5","3,705","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2025","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$877/mo est.","3,705 miles","Luxury 3 AWD","Learn more about this 2025 Cadillac LYRIQ","$49,990","2025 Cadillac LYRIQ","Save this listing"
